gene_id,FGSG_id,product,fgsg_shared_with_other_gene
FGRAM000v1_006952,FGSG_03241,hypothetical protein FGSG_03241 [Fusarium graminearum PH-1],False
FGRAM000v1_006953,FGSG_12477,hypothetical protein FGSG_12477 [Fusarium graminearum PH-1],False
FGRAM000v1_006954,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006955,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_006956,FGSG_12479,hypothetical protein FGSG_12479 [Fusarium graminearum PH-1],False
FGRAM000v1_006957,,quinone oxidoreductase [Fusarium irregulare],False
FGRAM000v1_006958,,integral membrane protein [Fusarium langsethiae],False
FGRAM000v1_006959,,Ff.00g001480.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006960,,tRNA-Ser,False
FGRAM000v1_006961,,Metallo-dependent phosphatase-like protein [Fusarium flagelliforme],False
FGRAM000v1_006962,,sugar transporter [Fusarium langsethiae],False
FGRAM000v1_006963,,High-affinity fructose transporter ght6 [Fusarium culmorum],False
FGRAM000v1_006964,,tRNA-Phe,False
FGRAM000v1_006965,FGSG_12481,hypothetical protein FGSG_12481 [Fusarium graminearum PH-1],False
FGRAM000v1_006966,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006967,FGSG_12482,hypothetical protein FGSG_12482 [Fusarium graminearum PH-1],False
FGRAM000v1_006968,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006969,FGSG_03230,hypothetical protein FGSG_03230 [Fusarium graminearum PH-1],False
FGRAM000v1_006970,,Vacuolar calcium ion transporter [Fusarium culmorum],False
FGRAM000v1_006971,,RmlC-like cupin domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_006972,,"putative zinc-binding oxidoreductase, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_006973,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_006974,,f-box protein [Fusarium langsethiae],False
FGRAM000v1_006975,,reductase [Fusarium graminearum],False
FGRAM000v1_006976,,alkaline-phosphatase-like protein [Fusarium flagelliforme],False
FGRAM000v1_006977,FGSG_03222,hypothetical protein FGSG_03222 [Fusarium graminearum PH-1],False
FGRAM000v1_006978,,hypothetical protein HG531_008946 [Fusarium graminearum],False
FGRAM000v1_006979,,hypothetical protein FAUST_2253 [Fusarium austroamericanum],False
FGRAM000v1_006980,,mitochondrial glycerol dehydrogenase Gld1 [Fusarium poae],False
FGRAM000v1_006981,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_006982,FGSG_03219,hypothetical protein FGSG_03219 [Fusarium graminearum PH-1],False
FGRAM000v1_006983,,biotin protein ligase [Fusarium langsethiae],False
FGRAM000v1_006984,,putative esterase [Fusarium culmorum],False
FGRAM000v1_006985,FGSG_12484,hypothetical protein FGSG_12484 [Fusarium graminearum PH-1],False
FGRAM000v1_006986,,Ferric reductase transmembrane component 3 [Fusarium culmorum],False
FGRAM000v1_006987,,Ferric reductase transmembrane component 3 [Fusarium culmorum],False
FGRAM000v1_006988,,Ff.00g000920.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006989,,Arginine metabolism regulation protein II [Fusarium culmorum],False
FGRAM000v1_006990,,gibberellin 20-oxidase [Fusarium fujikuroi],False
FGRAM000v1_006991,,glycosyl hydrolase family 18 [Fusarium langsethiae],False
FGRAM000v1_006992,,Ff.00g000960.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_006993,,putative nadph2 dehydrogenase chain oye2 [Fusarium sporotrichioides],False
FGRAM000v1_006994,,triacylglycerol lipase FGL4 [Fusarium graminearum],False
FGRAM000v1_006995,,Efflux pump FUB11 [Fusarium culmorum],False
FGRAM000v1_006996,,Fusaric acid cluster transcription factor FUB12 [Fusarium culmorum],False
FGRAM000v1_006997,,phosphotransferase enzyme family [Fusarium denticulatum],False
FGRAM000v1_006998,,"Short-chain dehydrogenase TIC 32, chloroplastic [Fusarium culmorum]",False
FGRAM000v1_006999,,transcription factor [Fusarium langsethiae],False
FGRAM000v1_007000,,putative HECT-type ubiquitin ligase-interacting protein creD [Fusarium culmorum],False
FGRAM000v1_007001,FGSG_03203,hypothetical protein FGSG_03203 [Fusarium graminearum PH-1],False
FGRAM000v1_007002,,hypothetical protein HG531_008970 [Fusarium graminearum],False
FGRAM000v1_007003,,Calcium-transporting ATPase 2 [Fusarium culmorum],False
FGRAM000v1_007004,FGSG_03201,hypothetical protein FGSG_03201 [Fusarium graminearum PH-1],False
FGRAM000v1_007005,,Lipase 1 [Fusarium culmorum],False
FGRAM000v1_007006,FGSG_12490,G-protein-coupled receptor [Fusarium graminearum],False
FGRAM000v1_007007,,phenol hydroxylase [Fusarium graminearum],False
FGRAM000v1_007008,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007009,FGSG_03197,hypothetical protein FGSG_03197 [Fusarium graminearum PH-1],False
FGRAM000v1_13390,FGSG_03196,hypothetical protein FGSG_03196 [Fusarium graminearum PH-1],False
FGRAM000v1_007010,,hypothetical protein FG05_30400 [Fusarium graminearum],False
FGRAM000v1_007011,,gnat family [Fusarium sporotrichioides],False
FGRAM000v1_007012,,polygalacturonase 1 precursor [Fusarium graminearum PH-1],False
FGRAM000v1_13391,,f-box protein [Fusarium langsethiae],False
FGRAM000v1_007013,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_007014,,CYP monooxygenase [Fusarium graminearum],False
FGRAM000v1_007015,,ethanolamine utilization protein [Fusarium langsethiae],False
FGRAM000v1_007016,,Secondary metabolism regulator LAE1 [Fusarium culmorum],False
FGRAM000v1_007017,,Ff.00g000830.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_007018,,translation initiation factor if-2 [Fusarium sporotrichioides],False
FGRAM000v1_007019,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007020,FGSG_12494,hypothetical protein FGSG_12494 [Fusarium graminearum PH-1],False
FGRAM000v1_007021,,tRNA-Arg,False
FGRAM000v1_007022,,trans-aconitate 2-methyltransferase [Fusarium graminearum PH-1],False
FGRAM000v1_007023,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007024,,putative oxidoreductase DltE [Fusarium culmorum],False
FGRAM000v1_007025,FGSG_03185,hypothetical protein FGSG_03185 [Fusarium graminearum PH-1],False
FGRAM000v1_007026,,Ff.00g000550.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_007027,,hypothetical protein FPSE_05995 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_007028,FGSG_03183,hypothetical protein FGSG_03183 [Fusarium graminearum PH-1],False
FGRAM000v1_007029,,putative tubulin-tyrosine ligase PBY1 [Fusarium culmorum],False
FGRAM000v1_007030,,"L-2,4-diaminobutyrate decarboxylase [Fusarium culmorum]",False
FGRAM000v1_007031,,peroxiredoxin 1 [Fusarium graminearum PH-1],False
FGRAM000v1_007032,,"Heterokaryon incompatibility protein 6, OR allele [Fusarium culmorum]",False
FGRAM000v1_007033,,"Heterokaryon incompatibility protein 6, OR allele [Fusarium culmorum]",False
FGRAM000v1_007034,,heterokaryon incompatibility protein-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_007035,FGSG_03178,hypothetical protein FGSG_03178 [Fusarium graminearum PH-1],False
FGRAM000v1_007036,,amidase signature domain-containing protein [Fusarium venenatum],False
FGRAM000v1_007037,,tRNA-Lys,False
FGRAM000v1_007038,,acyl transferase/acyl hydrolase/lysophospholipase [Fusarium venenatum],False
FGRAM000v1_007039,,chaperonin 10-like protein [Fusarium venenatum],False
FGRAM000v1_007040,,D-malate dehydrogenase [decarboxylating] [Fusarium culmorum],False
FGRAM000v1_007041,,Fluoroacetate dehalogenase [Fusarium culmorum],False
FGRAM000v1_007042,,Phosphate-repressible phosphate permease pho-4 [Fusarium culmorum],False
FGRAM000v1_007043,,UDP-N-acetyl-D-glucosamine 6-dehydrogenase [Fusarium culmorum],False
FGRAM000v1_007044,,udp-n-acetyl-d-mannosamine 6-dehydrogenase [Fusarium langsethiae],False
FGRAM000v1_007045,,chitin synthase-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_007047,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007048,,fructose symporter [Fusarium irregulare],False
FGRAM000v1_13392,FGSG_12499,hypothetical protein FGSG_12499 [Fusarium graminearum PH-1],False
FGRAM000v1_007049,FGSG_03167,hypothetical protein FGSG_03167 [Fusarium graminearum PH-1],False
FGRAM000v1_007050,,ethanolamine utilization [Fusarium longipes],False
FGRAM000v1_007051,,integral membrane pth11 [Fusarium sporotrichioides],False
FGRAM000v1_007052,,putative sterigmatocystin biosynthesis monooxygenase stcW [Fusarium culmorum],False
FGRAM000v1_007053,,Formate/nitrite transporter-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007054,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007055,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007056,,related to putative tartrate transporter [Fusarium fujikuroi],False
FGRAM000v1_007057,,major facilitator superfamily domain-containing protein [Fusarium oxysporum],False
FGRAM000v1_007058,,4-hydroxy-tetrahydrodipicolinate synthase [Fusarium culmorum],False
FGRAM000v1_007059,,fungal-specific transcription factor domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007060,,c6 transcription factor [Fusarium sporotrichioides],False
FGRAM000v1_007061,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007062,FGSG_03156,hypothetical protein FGSG_03156 [Fusarium graminearum PH-1],False
FGRAM000v1_007063,FGSG_03155,hypothetical protein FGSG_03155 [Fusarium graminearum PH-1],False
FGRAM000v1_007064,,FAD dependent oxidoreductase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007065,,FAD dependent oxidoreductase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007066,,L-pipecolate oxidase [Fusarium culmorum],False
FGRAM000v1_007067,FGSG_03152,hypothetical protein FGSG_03152 [Fusarium graminearum PH-1],False
FGRAM000v1_007068,,puromycin-sensitive aminopeptidase [Fusarium sporotrichioides],False
FGRAM000v1_007069,,kinase-like domain-containing protein [Fusarium venenatum],False
FGRAM000v1_007070,,murein transglycosylase [Fusarium langsethiae],False
FGRAM000v1_007071,,Protein urg3 [Fusarium culmorum],False
FGRAM000v1_007072,,putative serine racemase [Fusarium culmorum],False
FGRAM000v1_007073,,related to dis1-suppressing protein kinase dsk1 [Fusarium proliferatum ET1],False
FGRAM000v1_007074,,glutathione-s-transferase [Fusarium langsethiae],False
FGRAM000v1_007075,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_007076,,glycosyl hydrolase [Fusarium flagelliforme],False
FGRAM000v1_007077,,Amino-acid permease inda1 [Fusarium culmorum],False
FGRAM000v1_007078,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007079,,Lactose permease [Fusarium culmorum],False
FGRAM000v1_007080,,putative beta-glucosidase I [Fusarium culmorum],False
FGRAM000v1_007081,,transcription activator protein acu-15 [Fusarium langsethiae],False
FGRAM000v1_007082,,"D-lactate dehydrogenase [cytochrome], mitochondrial [Fusarium culmorum]",False
FGRAM000v1_007083,,"thiamine pyrophosphate enzyme, N-terminal TPP binding domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_007084,,putative transporter [Fusarium culmorum],False
FGRAM000v1_007085,FGSG_03135,hypothetical protein FGSG_03135 [Fusarium graminearum PH-1],False
FGRAM000v1_007086,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007087,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007088,,putative transporter [Fusarium culmorum],False
FGRAM000v1_007089,,Cell division control protein 2 [Fusarium poae],False
FGRAM000v1_007090,,Pectate lyase L [Fusarium culmorum],False
FGRAM000v1_007091,,Ff.00g066990.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_007092,,hypothetical protein FPSE_02093 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_007093,,esterase SGNH hydrolase-type subgroup [Fusarium pseudocircinatum],False
FGRAM000v1_007094,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007095,,"Sedoheptulose-1,7-bisphosphatase, chloroplastic [Fusarium culmorum]",False
FGRAM000v1_007096,FGSG_03126,hypothetical protein FGSG_03126 [Fusarium graminearum PH-1],False
FGRAM000v1_007097,,thioredoxin protein [Fusarium langsethiae],False
FGRAM000v1_007098,,10 TM acyl transferase domain found in Cas1p-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007099,,hydrophobic surface binding protein A-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007100,,pectin lyase fold/virulence factor [Fusarium flagelliforme],False
FGRAM000v1_007101,,pectin lyase fold/virulence factor [Fusarium oxysporum Fo47],False
FGRAM000v1_007102,,phosphatidic acid phosphatase type 2/haloperoxidase [Fusarium flagelliforme],False
FGRAM000v1_007103,,ubiquitin-conjugating enzyme/RWD-like protein [Fusarium flagelliforme],False
FGRAM000v1_007104,,uracil phosphoribosyltransferase [Fusarium sporotrichioides],False
FGRAM000v1_007105,,uracil phosphoribosyltransferase-domain-containing protein [Fusarium redolens],False
FGRAM000v1_007106,,Alpha/beta hydrolase fold-1 [Fusarium flagelliforme],False
FGRAM000v1_007107,FGSG_12504,hypothetical protein FGSG_12504 [Fusarium graminearum PH-1],False
FGRAM000v1_007108,,putative transporter [Fusarium culmorum],False
FGRAM000v1_007109,,putative glutamate carboxypeptidase [Fusarium culmorum],False
FGRAM000v1_007110,,putative glutamate carboxypeptidase [Fusarium culmorum],False
FGRAM000v1_007111,,putative glutamate carboxypeptidase [Fusarium venenatum],False
FGRAM000v1_007112,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007113,FGSG_03112,hypothetical protein FGSG_03112 [Fusarium graminearum PH-1],False
FGRAM000v1_007114,,putative urea active transporter 1 [Fusarium culmorum],False
FGRAM000v1_007115,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007116,,PR-1-like protein PR-1L-3 [Fusarium graminearum],False
FGRAM000v1_007117,,ribonuclease H-like domain-containing protein [Fusarium redolens],False
FGRAM000v1_007118,,amino acid/polyamine transporter I [Fusarium venenatum],False
FGRAM000v1_007119,,alpha-mannosyltransferase alg11p [Fusarium sporotrichioides],False
FGRAM000v1_007120,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007121,,s-adenosylmethionine-dependent methyltransferase family [Fusarium longipes],False
FGRAM000v1_007122,,hypothetical protein FG05_03104 [Fusarium graminearum],False
FGRAM000v1_007123,,histidine phosphatase superfamily [Fusarium flagelliforme],False
FGRAM000v1_007124,,fungal-specific transcription factor domain-containing protein [Fusarium venenatum],False
FGRAM000v1_007125,,Endocytosis regulator [Fusarium irregulare],False
FGRAM000v1_007126,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_007127,,putative efflux pump kojT [Fusarium venenatum],False
FGRAM000v1_007128,FGSG_03099,hypothetical protein FGSG_03099 [Fusarium graminearum PH-1],False
FGRAM000v1_007129,,hypothetical protein NXS19_006216 [Fusarium pseudograminearum],False
FGRAM000v1_007130,FGSG_03097,hypothetical protein FGSG_03097 [Fusarium graminearum PH-1],False
FGRAM000v1_007131,,Ff.00g042000.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_007132,,Cholinesterase [Fusarium culmorum],False
FGRAM000v1_007133,,Isoepoxydon dehydrogenase patN [Fusarium culmorum],False
FGRAM000v1_007134,,Annexin A7 [Fusarium culmorum],False
FGRAM000v1_007135,FGSG_12510,hypothetical protein FGSG_12510 [Fusarium graminearum PH-1],False
FGRAM000v1_007136,,hypothetical protein HG531_009102 [Fusarium graminearum],False
FGRAM000v1_007137,,amino acid/polyamine transporter I [Fusarium venenatum],False
FGRAM000v1_007138,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_007139,,putative transporter [Fusarium culmorum],False
FGRAM000v1_007140,,hypothetical protein HG531_009106 [Fusarium graminearum],False
FGRAM000v1_007141,,Ff.00g016560.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_007142,,glyoxalase-like domain-containing protein [Fusarium venenatum],False
FGRAM000v1_007143,,related to integral membrane protein [Fusarium fujikuroi],False
FGRAM000v1_007144,,Tryprostatin B 6-hydroxylase [Fusarium culmorum],False
FGRAM000v1_007145,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007146,FGSG_12512,hypothetical protein FGSG_12512 [Fusarium graminearum PH-1],False
FGRAM000v1_007147,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007148,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_007149,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007150,,mate efflux family subfamily [Fusarium sporotrichioides],False
FGRAM000v1_007151,,putative transporter [Fusarium culmorum],False
FGRAM000v1_007152,FGSG_12514,hypothetical protein FGSG_12514 [Fusarium graminearum PH-1],False
FGRAM000v1_007153,FGSG_03079,hypothetical protein FGSG_03079 [Fusarium graminearum PH-1],False
FGRAM000v1_007154,,NACHT-sigma domain-containing protein [Fusarium keratoplasticum],False
FGRAM000v1_007155,,Kinesin light chain [Fusarium albosuccineum],False
FGRAM000v1_007156,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_007157,,serine threonine kinase [Fusarium beomiforme],False
FGRAM000v1_007158,,"Aspartate aminotransferase, cytoplasmic [Fusarium culmorum]",False
FGRAM000v1_007159,,pyridoxal phosphate-dependent transferase [Fusarium venenatum],False
FGRAM000v1_007160,,pyrroline-5-carboxylate reductase dimerization-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_007161,,putative membrane protein [Fusarium culmorum],False
FGRAM000v1_007162,,1-pyrroline-5-carboxylate dehydrogenase [Fusarium proliferatum],False
FGRAM000v1_007163,,Tripeptidyl-peptidase sed4 [Fusarium culmorum],False
FGRAM000v1_007164,,FAD dependent oxidoreductase [Fusarium flagelliforme],False
FGRAM000v1_007165,FGSG_03070,hypothetical protein FGSG_03070 [Fusarium graminearum PH-1],False
FGRAM000v1_007166,,putative E3 ubiquitin-protein ligase ARI7 [Fusarium oxysporum f. sp. conglutinans],False
FGRAM000v1_007167,,"putative 4-hydroxy-2-oxoglutarate aldolase, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_007168,,positive activator of transcription [Fusarium sporotrichioides],False
