gene_id,chrom,start,end,strand,biotype,product
FGSG_05628,NC_026476.1,2899633,2901482,+,protein_coding,uncharacterized protein
FGSG_05629,NC_026476.1,2902134,2903055,+,protein_coding,uncharacterized protein
FGSG_05630,NC_026476.1,2903144,2905623,-,protein_coding,uncharacterized protein
FGSG_05631,NC_026476.1,2909392,2910758,-,protein_coding,proteasome component PRE3 precursor
FGSG_05632,NC_026476.1,2911189,2911861,-,protein_coding,uncharacterized protein
FGSG_12771,NC_026476.1,2912124,2913013,+,protein_coding,uncharacterized protein
FGSG_05633,NC_026476.1,2918880,2922952,+,protein_coding,uncharacterized protein
FGSG_05634,NC_026476.1,2925009,2928140,+,protein_coding,uncharacterized protein
FGSG_05635,NC_026476.1,2928684,2929719,+,protein_coding,uncharacterized protein
FGSG_05636,NC_026476.1,2930090,2933560,-,protein_coding,uncharacterized protein
FGSG_05637,NC_026476.1,2936195,2938350,+,protein_coding,uncharacterized protein
FGSG_05638,NC_026476.1,2937740,2939517,-,protein_coding,queuine tRNA-ribosyltransferase
FGSG_05640,NC_026476.1,2941704,2942450,+,protein_coding,40S ribosomal protein S17
FGSG_05641,NC_026476.1,2942656,2943462,-,protein_coding,uncharacterized protein
FGSG_05642,NC_026476.1,2944708,2948702,+,protein_coding,uncharacterized protein
FGSG_05643,NC_026476.1,2954066,2956066,+,protein_coding,uncharacterized protein
FGSG_05644,NC_026476.1,2956439,2958833,-,protein_coding,uncharacterized protein
FGSG_05645,NC_026476.1,2959332,2961146,-,protein_coding,uncharacterized protein
FGSG_05646,NC_026476.1,2963207,2965864,+,protein_coding,uncharacterized protein
FGSG_12772,NC_026476.1,2967590,2968512,+,protein_coding,uncharacterized protein
FGSG_12773,NC_026476.1,2969180,2971075,+,protein_coding,uncharacterized protein
FGSG_05648,NC_026476.1,2971358,2972505,-,protein_coding,uncharacterized protein
FGSG_05649,NC_026476.1,2973010,2973980,+,protein_coding,uncharacterized protein
FGSG_05650,NC_026476.1,2974190,2975103,-,protein_coding,uncharacterized protein
FGSG_05651,NC_026476.1,2975681,2976875,-,protein_coding,uncharacterized protein
FGSG_05652,NC_026476.1,2977318,2979258,-,protein_coding,uncharacterized protein
FGSG_05653,NC_026476.1,2982033,2985125,+,protein_coding,uncharacterized protein
FGSG_05654,NC_026476.1,2986621,2990229,+,protein_coding,uncharacterized protein
FGSG_05655,NC_026476.1,2991407,2993173,-,protein_coding,uncharacterized protein
FGSG_05656,NC_026476.1,2999636,3000458,+,protein_coding,uncharacterized protein
FGSG_20638,NC_026476.1,3001572,3001643,+,tRNA,tRNA-Gln
FGSG_12774,NC_026476.1,3002974,3003492,-,protein_coding,uncharacterized protein
FGSG_12775,NC_026476.1,3004249,3004338,-,protein_coding,uncharacterized protein
FGSG_12776,NC_026476.1,3004786,3010074,-,protein_coding,uncharacterized protein
FGSG_05658,NC_026476.1,3011362,3013029,+,protein_coding,homoserine O-acetyltransferase
FGSG_12777,NC_026476.1,3013998,3014936,-,protein_coding,uncharacterized protein
FGSG_05659,NC_026476.1,3017696,3020606,+,protein_coding,uncharacterized protein
FGSG_05660,NC_026476.1,3020708,3023526,-,protein_coding,uncharacterized protein
FGSG_05661,NC_026476.1,3025139,3025731,-,protein_coding,uncharacterized protein
FGSG_05662,NC_026476.1,3028166,3029314,+,protein_coding,uncharacterized protein
FGSG_05663,NC_026476.1,3030188,3031371,-,protein_coding,uncharacterized protein
FGSG_12778,NC_026476.1,3032020,3032497,+,protein_coding,uncharacterized protein
FGSG_05664,NC_026476.1,3034378,3035346,-,protein_coding,uncharacterized protein
FGSG_05665,NC_026476.1,3037040,3038125,-,protein_coding,uncharacterized protein
FGSG_05666,NC_026476.1,3038683,3039522,+,protein_coding,uncharacterized protein
FGSG_05667,NC_026476.1,3039807,3040379,-,protein_coding,uncharacterized protein
FGSG_12779,NC_026476.1,3042380,3042843,+,protein_coding,uncharacterized protein
FGSG_12780,NC_026476.1,3044554,3044761,+,protein_coding,uncharacterized protein
FGSG_12781,NC_026476.1,3046450,3047933,-,protein_coding,uncharacterized protein
FGSG_05668,NC_026476.1,3048807,3050047,+,protein_coding,galactose-1-phosphate uridylyltransferase
FGSG_05669,NC_026476.1,3050057,3050801,-,protein_coding,uncharacterized protein
FGSG_05670,NC_026476.1,3051124,3052176,+,protein_coding,uncharacterized protein
FGSG_05671,NC_026476.1,3053084,3057388,+,protein_coding,uncharacterized protein
FGSG_05672,NC_026476.1,3059031,3060065,+,protein_coding,uncharacterized protein
FGSG_05673,NC_026476.1,3060601,3061724,+,protein_coding,uncharacterized protein
FGSG_05674,NC_026476.1,3061911,3062449,-,protein_coding,uncharacterized protein
FGSG_12782,NC_026476.1,3064120,3064527,-,protein_coding,uncharacterized protein
FGSG_12783,NC_026476.1,3065937,3066468,-,protein_coding,uncharacterized protein
FGSG_05676,NC_026476.1,3067952,3068617,+,protein_coding,uncharacterized protein
FGSG_05677,NC_026476.1,3069406,3070105,-,protein_coding,uncharacterized protein
FGSG_05678,NC_026476.1,3073142,3074679,+,protein_coding,uncharacterized protein
FGSG_12784,NC_026476.1,3075359,3075670,-,protein_coding,uncharacterized protein
FGSG_05679,NC_026476.1,3076951,3078475,+,protein_coding,uncharacterized protein
FGSG_05680,NC_026476.1,3078882,3080081,-,protein_coding,uncharacterized protein
FGSG_05681,NC_026476.1,3080666,3081019,+,protein_coding,uncharacterized protein
FGSG_05682,NC_026476.1,3081222,3083224,-,protein_coding,uncharacterized protein
FGSG_05683,NC_026476.1,3083643,3085255,-,protein_coding,uncharacterized protein
FGSG_05684,NC_026476.1,3085853,3086509,-,protein_coding,uncharacterized protein
FGSG_05685,NC_026476.1,3088786,3090254,+,protein_coding,uncharacterized protein
FGSG_05686,NC_026476.1,3090442,3092487,-,protein_coding,uncharacterized protein
FGSG_05687,NC_026476.1,3092770,3095198,+,protein_coding,ATP-dependent RNA helicase DBP4
FGSG_12785,NC_026476.1,3095454,3097424,-,protein_coding,uncharacterized protein
FGSG_12786,NC_026476.1,3098203,3098614,-,protein_coding,uncharacterized protein
FGSG_05689,NC_026476.1,3100050,3101664,+,protein_coding,UDP-glucose 4-epimerase
FGSG_05690,NC_026476.1,3101577,3102755,-,protein_coding,uncharacterized protein
FGSG_05691,NC_026476.1,3104837,3110422,+,protein_coding,uncharacterized protein
FGSG_12787,NC_026476.1,3111657,3111992,+,protein_coding,uncharacterized protein
FGSG_05692,NC_026476.1,3112241,3113365,-,protein_coding,uncharacterized protein
FGSG_05693,NC_026476.1,3115266,3116495,+,protein_coding,uncharacterized protein
FGSG_05694,NC_026476.1,3117055,3117687,+,protein_coding,uncharacterized protein
FGSG_05695,NC_026476.1,3118527,3120406,+,protein_coding,uncharacterized protein
FGSG_12788,NC_026476.1,3120598,3120945,-,protein_coding,uncharacterized protein
FGSG_05696,NC_026476.1,3121826,3123011,-,protein_coding,uncharacterized protein
FGSG_05697,NC_026476.1,3123691,3126579,-,protein_coding,uncharacterized protein
FGSG_05698,NC_026476.1,3130355,3132053,-,protein_coding,WD repeat protein
FGSG_05699,NC_026476.1,3132263,3133608,-,protein_coding,uncharacterized protein
FGSG_05700,NC_026476.1,3134160,3136976,+,protein_coding,uncharacterized protein
FGSG_05701,NC_026476.1,3137174,3138244,-,protein_coding,qutG protein
FGSG_05702,NC_026476.1,3138581,3139033,+,protein_coding,catabolic 3-dehydroquinase
FGSG_05703,NC_026476.1,3139088,3140143,-,protein_coding,3-dehydroshikimate dehydratase
FGSG_05704,NC_026476.1,3140804,3141824,+,protein_coding,quinate dehydrogenase
FGSG_05705,NC_026476.1,3142396,3143880,+,protein_coding,uncharacterized protein
FGSG_05706,NC_026476.1,3143982,3145205,-,protein_coding,uncharacterized protein
FGSG_05707,NC_026476.1,3145599,3147287,-,protein_coding,quinate permease
FGSG_12789,NC_026476.1,3149727,3150203,+,protein_coding,uncharacterized protein
FGSG_05709,NC_026476.1,3151226,3154089,+,protein_coding,uncharacterized protein
FGSG_05710,NC_026476.1,3154373,3154849,+,protein_coding,uncharacterized protein
FGSG_12790,NC_026476.1,3155358,3156182,+,protein_coding,uncharacterized protein
FGSG_12791,NC_026476.1,3156747,3157913,+,protein_coding,uncharacterized protein
FGSG_05712,NC_026476.1,3159394,3161355,+,protein_coding,uncharacterized protein
FGSG_12792,NC_026476.1,3161547,3162264,-,protein_coding,uncharacterized protein
FGSG_05713,NC_026476.1,3162550,3164449,-,protein_coding,threonine synthase
FGSG_05714,NC_026476.1,3165069,3165865,+,protein_coding,uncharacterized protein
FGSG_05715,NC_026476.1,3167211,3167879,-,protein_coding,uncharacterized protein
FGSG_05716,NC_026476.1,3169032,3171360,+,protein_coding,uncharacterized protein
FGSG_05717,NC_026476.1,3171507,3172838,-,protein_coding,uncharacterized protein
FGSG_05719,NC_026476.1,3175948,3179409,+,protein_coding,uncharacterized protein
FGSG_05720,NC_026476.1,3179739,3181580,-,protein_coding,uncharacterized protein
FGSG_20639,NC_026476.1,3183339,3183441,+,tRNA,tRNA-Ala
FGSG_12793,NC_026476.1,3183880,3184242,-,protein_coding,uncharacterized protein
FGSG_05721,NC_026476.1,3188549,3191244,+,protein_coding,uncharacterized protein
FGSG_05722,NC_026476.1,3191436,3192693,-,protein_coding,uncharacterized protein
FGSG_20640,NC_026476.1,3194261,3194356,+,tRNA,tRNA-Gly
FGSG_12794,NC_026476.1,3194553,3195201,+,protein_coding,uncharacterized protein
FGSG_05723,NC_026476.1,3195580,3197013,+,protein_coding,uncharacterized protein
FGSG_05724,NC_026476.1,3197658,3199370,+,protein_coding,uncharacterized protein
FGSG_05725,NC_026476.1,3200051,3201647,+,protein_coding,uncharacterized protein
FGSG_12795,NC_026476.1,3202434,3203302,+,protein_coding,uncharacterized protein
FGSG_12796,NC_026476.1,3203913,3204335,+,protein_coding,uncharacterized protein
FGSG_05727,NC_026476.1,3206243,3207687,-,protein_coding,uncharacterized protein
FGSG_05728,NC_026476.1,3207935,3208912,+,protein_coding,uncharacterized protein
FGSG_05729,NC_026476.1,3209070,3209834,-,protein_coding,uncharacterized protein
FGSG_12797,NC_026476.1,3210191,3210519,-,protein_coding,uncharacterized protein
FGSG_05730,NC_026476.1,3211323,3212654,+,protein_coding,uncharacterized protein
FGSG_05731,NC_026476.1,3213691,3215248,-,protein_coding,uncharacterized protein
FGSG_12798,NC_026476.1,3215812,3217836,+,protein_coding,uncharacterized protein
FGSG_12799,NC_026476.1,3218295,3220765,+,protein_coding,uncharacterized protein
FGSG_05733,NC_026476.1,3220634,3222511,-,protein_coding,isocitrate dehydrogenase subunit 1
FGSG_05734,NC_026476.1,3223423,3225605,-,protein_coding,serine/threonine-protein kinase 24
FGSG_05735,NC_026476.1,3226652,3228880,-,protein_coding,uncharacterized protein
FGSG_05736,NC_026476.1,3229594,3235169,+,protein_coding,uncharacterized protein
FGSG_05737,NC_026476.1,3241084,3242836,+,protein_coding,uncharacterized protein
FGSG_05738,NC_026476.1,3243589,3244628,+,protein_coding,uncharacterized protein
FGSG_05739,NC_026476.1,3244988,3246115,+,protein_coding,uncharacterized protein
FGSG_05740,NC_026476.1,3247237,3248636,+,protein_coding,sterol 24-C-methyltransferase
FGSG_05741,NC_026476.1,3250025,3251242,+,protein_coding,uncharacterized protein
FGSG_05742,NC_026476.1,3251965,3253104,+,protein_coding,uncharacterized protein
FGSG_05743,NC_026476.1,3254813,3255703,+,protein_coding,uncharacterized protein
FGSG_05744,NC_026476.1,3256855,3258532,-,protein_coding,uncharacterized protein
FGSG_05745,NC_026476.1,3261049,3262125,-,protein_coding,uncharacterized protein
FGSG_05746,NC_026476.1,3262368,3263469,-,protein_coding,uncharacterized protein
FGSG_05747,NC_026476.1,3264008,3266821,-,protein_coding,uncharacterized protein
FGSG_12800,NC_026476.1,3267457,3268266,-,protein_coding,uncharacterized protein
FGSG_20641,NC_026476.1,3269471,3269553,+,tRNA,tRNA-Pro
FGSG_05748,NC_026476.1,3270433,3272446,-,protein_coding,uncharacterized protein
FGSG_05749,NC_026476.1,3274181,3275406,-,protein_coding,uncharacterized protein
FGSG_05750,NC_026476.1,3276029,3276915,-,protein_coding,uncharacterized protein
FGSG_05751,NC_026476.1,3277266,3282341,+,protein_coding,helicase SWR1
FGSG_05752,NC_026476.1,3282816,3283616,+,protein_coding,uncharacterized protein
FGSG_12801,NC_026476.1,3283811,3284305,-,protein_coding,uncharacterized protein
FGSG_12802,NC_026476.1,3284679,3285521,-,protein_coding,uncharacterized protein
FGSG_12803,NC_026476.1,3286443,3286745,+,protein_coding,uncharacterized protein
FGSG_12804,NC_026476.1,3287898,3288456,-,protein_coding,uncharacterized protein
FGSG_05754,NC_026476.1,3288768,3290194,+,protein_coding,uncharacterized protein
FGSG_12805,NC_026476.1,3290411,3290716,-,protein_coding,uncharacterized protein
FGSG_05755,NC_026476.1,3292545,3293384,+,protein_coding,uncharacterized protein
FGSG_05756,NC_026476.1,3293583,3295939,+,protein_coding,uncharacterized protein
FGSG_20642,NC_026476.1,3296179,3296268,+,tRNA,tRNA-Glu
FGSG_05757,NC_026476.1,3298604,3299571,+,protein_coding,uncharacterized protein
FGSG_20643,NC_026476.1,3299841,3299914,-,tRNA,tRNA-Val
FGSG_05758,NC_026476.1,3300531,3301118,+,protein_coding,uncharacterized protein
FGSG_05759,NC_026476.1,3302088,3302513,+,protein_coding,uncharacterized protein
FGSG_05760,NC_026476.1,3304161,3304715,-,protein_coding,uncharacterized protein
FGSG_05761,NC_026476.1,3305438,3307467,-,protein_coding,uncharacterized protein
FGSG_05762,NC_026476.1,3308117,3309248,+,protein_coding,uncharacterized protein
FGSG_05763,NC_026476.1,3309669,3312525,-,protein_coding,uncharacterized protein
FGSG_12806,NC_026476.1,3314865,3315024,+,protein_coding,uncharacterized protein
FGSG_05764,NC_026476.1,3315160,3317715,+,protein_coding,uncharacterized protein
FGSG_05765,NC_026476.1,3318193,3318859,-,protein_coding,uncharacterized protein
FGSG_05766,NC_026476.1,3319383,3320760,+,protein_coding,uncharacterized protein
FGSG_05768,NC_026476.1,3323577,3324080,-,protein_coding,uncharacterized protein
FGSG_20644,NC_026476.1,3325275,3325346,+,tRNA,tRNA-Gly
FGSG_05769,NC_026476.1,3325860,3329132,-,protein_coding,uncharacterized protein
FGSG_05770,NC_026476.1,3330074,3331552,+,protein_coding,uncharacterized protein
FGSG_05771,NC_026476.1,3331942,3333258,+,protein_coding,uncharacterized protein
FGSG_12807,NC_026476.1,3333400,3334258,-,protein_coding,uncharacterized protein
FGSG_05772,NC_026476.1,3335416,3337358,+,protein_coding,uncharacterized protein
FGSG_05773,NC_026476.1,3337448,3338538,-,protein_coding,uncharacterized protein
FGSG_12808,NC_026476.1,3339893,3340893,+,protein_coding,uncharacterized protein
FGSG_12809,NC_026476.1,3341386,3344348,+,protein_coding,uncharacterized protein
FGSG_05775,NC_026476.1,3345092,3348871,-,protein_coding,uncharacterized protein
FGSG_05776,NC_026476.1,3350947,3352221,-,protein_coding,uncharacterized protein
FGSG_05777,NC_026476.1,3353150,3355546,-,protein_coding,uncharacterized protein
FGSG_05778,NC_026476.1,3356068,3357846,+,protein_coding,T-complex protein 1 subunit beta
FGSG_12810,NC_026476.1,3358865,3359275,+,protein_coding,uncharacterized protein
FGSG_12811,NC_026476.1,3360520,3361518,+,protein_coding,uncharacterized protein
FGSG_05780,NC_026476.1,3363156,3365598,+,protein_coding,uncharacterized protein
FGSG_05781,NC_026476.1,3366375,3367644,+,protein_coding,uncharacterized protein
FGSG_05782,NC_026476.1,3368272,3370263,+,protein_coding,uncharacterized protein
FGSG_05783,NC_026476.1,3370916,3372576,+,protein_coding,uncharacterized protein
FGSG_12812,NC_026476.1,3373508,3373927,-,protein_coding,uncharacterized protein
FGSG_05784,NC_026476.1,3376142,3377905,+,protein_coding,uncharacterized protein
FGSG_05785,NC_026476.1,3379004,3379519,+,protein_coding,uncharacterized protein
FGSG_20645,NC_026476.1,3379745,3379827,+,tRNA,tRNA-Glu
FGSG_05786,NC_026476.1,3384556,3385176,+,protein_coding,uncharacterized protein
FGSG_12813,NC_026476.1,3388828,3389727,-,protein_coding,uncharacterized protein
FGSG_12814,NC_026476.1,3391024,3392709,-,protein_coding,uncharacterized protein
FGSG_05788,NC_026476.1,3393168,3394910,+,protein_coding,uncharacterized protein
FGSG_05789,NC_026476.1,3395004,3396611,-,protein_coding,uncharacterized protein
FGSG_05790,NC_026476.1,3397572,3398300,+,protein_coding,uncharacterized protein
FGSG_05791,NC_026476.1,3398933,3400425,+,protein_coding,uncharacterized protein
FGSG_05792,NC_026476.1,3401057,3402063,-,protein_coding,uncharacterized protein
FGSG_05793,NC_026476.1,3403409,3404661,+,protein_coding,uncharacterized protein
FGSG_05794,NC_026476.1,3404771,3414831,-,protein_coding,uncharacterized protein
FGSG_05795,NC_026476.1,3415469,3416998,-,protein_coding,uncharacterized protein
FGSG_05796,NC_026476.1,3417361,3419235,-,protein_coding,uncharacterized protein
FGSG_05797,NC_026476.1,3420815,3422737,+,protein_coding,uncharacterized protein
FGSG_05798,NC_026476.1,3423178,3424818,-,protein_coding,uncharacterized protein
FGSG_05799,NC_026476.1,3425376,3426194,-,protein_coding,uncharacterized protein
FGSG_05800,NC_026476.1,3428305,3429042,-,protein_coding,uncharacterized protein
FGSG_05801,NC_026476.1,3429698,3431333,+,protein_coding,uncharacterized protein
FGSG_05802,NC_026476.1,3433541,3435146,+,protein_coding,uncharacterized protein
FGSG_20646,NC_026476.1,3435484,3435573,-,tRNA,tRNA-Arg
FGSG_05803,NC_026476.1,3436704,3437783,+,protein_coding,uncharacterized protein
FGSG_05804,NC_026476.1,3438395,3438755,-,protein_coding,uncharacterized protein
FGSG_05805,NC_026476.1,3440331,3441501,+,protein_coding,cyanide hydratase
FGSG_05806,NC_026476.1,3441899,3443462,+,protein_coding,uncharacterized protein
FGSG_05807,NC_026476.1,3443548,3444737,-,protein_coding,uncharacterized protein
FGSG_05808,NC_026476.1,3445681,3446346,+,protein_coding,uncharacterized protein
FGSG_05809,NC_026476.1,3447103,3448378,+,protein_coding,uncharacterized protein
FGSG_12815,NC_026476.1,3448793,3449641,-,protein_coding,uncharacterized protein
FGSG_12816,NC_026476.1,3450146,3450775,-,protein_coding,uncharacterized protein
FGSG_05811,NC_026476.1,3451284,3452507,+,protein_coding,uncharacterized protein
FGSG_05812,NC_026476.1,3456900,3458120,+,protein_coding,uncharacterized protein
FGSG_05813,NC_026476.1,3459006,3459834,+,protein_coding,uncharacterized protein
FGSG_05814,NC_026476.1,3460594,3461839,-,protein_coding,uncharacterized protein
FGSG_05815,NC_026476.1,3462165,3463031,+,protein_coding,uncharacterized protein
